,Name,2_March,18_May
4204,Trescon,17.5,16.39
4205,TRF,478.25,585.45
4206,Tricom Fruit Product,1.48,1.86
4207,Trident,42.5,40.5
4208,Trident Texofab,57.31,46.5
4209,Trident Tools,7.05,7.05
4210,Tridev Infraestate,2.49,2.61
4211,Trigyn Technologies,125.55,113.85
4212,Trimurthi,12.85,18.04
4213,Trinity League,17.95,20.36
4214,Trio Mercantile,1.08,1.01
4215,Trishakti Industries,61.27,55.94
4216,Trishakti Industries,61.27,55.94
4217,Trishakti Industries,61.27,55.94
4218,Trishakti Industries,61.27,55.94
4219,Triton Corp,0.0,0.0
4220,Triton Valves,3192.25,2540.0
4221,Triveni Engg,329.35,365.75
4222,Triveni Enterprises,1.67,2.59
4223,Triveni Glass,0.0,0.0
4224,Triveni Turbine,514.15,638.8
4225,TruCap Finance,69.05,63.45
4226,TSIL,14.36,40.7
4227,TT,114.25,110.8
4228,TTI Enterprise,16.94,14.7
4229,TTK Healthcare,1489.65,1515.35
4230,TTK Prestige,742.75,718.1
4231,Tube Investments,3759.0,3799.7
4232,Tulip Star Hotels,38.5,38.5
4233,Tulive Developers,362.4,933.9
4234,Tulsyan NEC,98.18,103.0
4235,Tuni Textile Mills,1.97,1.82
4236,Tuticorin Alkali,0.0,0.0
4237,TV Today Network,246.0,217.5
4238,TV Vision,7.3,5.8
4239,TV18 Broadcast,58.9,42.9
4240,TVS Electronics,319.7,323.15
4241,TVS Holdings,9430.35,10464.4
4242,TVS Motor Company,2253.05,2191.5
4243,TVS Srichakra,4371.9,4140.55
4244,TVS Supply Chain Sol,183.9,176.2
4245,Tyche Industries,185.95,204.0
4246,Typhoon Finl. Serv.,18.95,18.95
4247,Tyroon Tea,95.4,91.5
4248,UCAL,165.7,171.35
4249,UCO Bank,57.75,53.65
4250,Udaipur Cement,31.75,40.8
4251,Uday Jewellery,180.0,157.0
4252,Udayshivakumar Infra,61.7,50.7
4253,Uflex,432.6,442.1
4254,UFO Moviez India,143.7,131.35
4255,Ugar Sugar Works,81.8,75.5
4256,Ugro Capital,269.85,281.9
4257,UH Zaveri,53.27,25.38
4258,Ujaas Energy,2.25,2.25
4259,Ujjivan Financial,547.65,589.5
4260,Ujjivan Small Fin,53.3,53.4
4261,Ultracab India,17.76,16.27
4262,Ultramarine,0.0,0.0
4263,UltraTech Cement,10106.35,9865.6
4264,Uma Exports,92.5,94.85
4265,Umang Dairies,101.75,95.4
4266,Umiya Tubes,7.36,6.48
4267,Uni-Abex Alloy,3344.3,2552.85
4268,Unichem Laboratories,524.6,561.15
4269,Unick Fix-A-Form,57.0,63.26
4270,Unifinz Capital Ind,45.76,85.87
4271,Uniinfo Telecom,50.25,34.55
4272,Unijolly Investments,4.55,4.55
4273,Union Bank of India,146.95,141.25
4274,Union Quality Plastics,13.49,12.46
4275,Uniparts India,580.7,527.6
4276,Uniphos Enterprises,141.5,154.85
4277,Uniply,4.0,4.0
4278,Uniply Decor,2.5,2.5
4279,Unique Organics,121.65,106.45
4280,Uniroyal Industries,27.75,24.51
4281,Uniroyal Marine,12.36,10.01
4282,Unison Metals,22.55,22.63
4283,Unistar Multimedia,11.61,6.99
4284,Unitech Intl,6.44,5.8
4285,United Breweries,1707.7,1922.7
4286,United Credit,22.57,20.0
4287,United Drilling,284.9,248.75
4288,United Interactive,55.82,93.84
4289,United Nilgiri,356.8,347.2
4290,United Polyfab,111.65,93.05
4291,United Spirits,1167.0,1181.05
4292,United Textiles,18.68,21.5
4293,Univa Foods,6.65,7.25
4294,Univastu India,144.85,216.8
4295,Universal Arts,2.14,2.04
4296,Universal Auto,181.15,165.0
4297,Universal Cables,445.45,616.05
4298,Universal Office,4.68,6.11
4299,Universal Prime Alum,3.14,3.14
4300,Universal Starch,157.8,172.95
4301,Universus Photo,405.8,364.45
4302,Uniworth,0.0,0.0
4303,Unjha Formulations,21.1,30.37
4304,UNO Minda,662.75,748.15
4305,UP Hotels,1409.4,1900.0
4306,Updater Services,359.45,329.6
4307,UPL,476.05,511.4
4308,Upsurge Investment,44.38,50.89
4309,UR Sugar Industries,15.0,18.6
4310,Uravi T & Wedge,299.0,584.3
4311,Urja Global,24.05,21.85
4312,USG Tech Solutions,7.91,10.35
4313,Usha Martin,325.1,357.85
4314,Usha Martin Edu,6.0,5.15
4315,Ushakiran Finance,24.98,25.68
4316,Ushdev International,0.0,0.0
4317,UTI AMC,905.75,920.35
4318,Utique Enterprises,0.0,0.0
4319,Utkarsh Small Fin.,53.0,53.65
4320,UTL Industries,2.2,2.53
4321,Uttam Galva Steels,3.45,3.45
4322,Uttam Sugar Mills,347.4,336.0
4323,UVDHL,287.95,143.0
4324,UVDHL,287.95,143.0
4325,UY Fincorp,27.82,27.69
4326,V Guard Industries,341.85,367.7
4327,V-Mart Retail,1937.75,2203.75
4328,V2 Retail,372.5,490.85
4329,Va Tech Wabag,763.9,980.35
4330,Vaarad Ventures,15.49,13.65
4331,Vadilal Enterprises,3575.1,3780.0
4332,Vadilal Industries,3629.5,4924.8
4333,Vaghani Techno Build,14.17,18.08
4334,Vaibhav Global,436.3,387.4
4335,Vaishali Pharma,153.9,158.3
4336,Vakrangee,25.1,25.0
4337,Valencia Nutrition,91.61,34.85
4338,Valiant Comm,414.75,531.0
4339,Valiant Laboratories,172.45,146.6
4340,Valiant Organics,423.2,410.55
4341,Vallabh Poly-Plast,3.11,3.11
4342,Vallabh Steels,15.58,10.64
4343,Valson Industries,32.99,27.95
4344,VAMA Industries,5.8,5.38
4345,Vamshi Rubber,41.71,28.5
4346,Vandana Knitwear,2.8,4.08
4347,Vani Commercials,10.28,11.01
4348,Vantage Knowledge,178.1,358.2
4349,Vapi Enterprise,101.0,145.5
4350,Vardhman Acrylics,63.8,56.75
4351,Vardhman Concrete,10.81,9.39
4352,Vardhman Holdings,3175.55,3014.45
4353,Vardhman Polytex,68.8,12.15
4354,Vardhman Steel,209.75,314.9
4355,Vardhman Textiles,431.2,463.9
4356,Variman Global,33.0,24.75
4357,Varroc Engineering,510.15,596.85
4358,Varun Beverages,1448.75,1507.25
4359,Varun Beverages,1448.75,1507.25
4360,Varun Beverages,1448.75,1507.25
4361,Varun Beverages,1448.75,1507.25
4362,Varun Mercantile,1.03,1.03
4363,Vas Infra,4.35,3.88
4364,Vascon Engineers,75.35,70.15
4365,Vasudhagama Enterprs,17.29,27.27
4366,Vasundhara Rasayans,211.95,198.0
4367,Vaswani Industries,52.05,37.8
4368,Vaxfab Enterprise,12.15,10.89
4369,Vaxtex Cotfab,1.35,0.95
4370,Vaxtex Cotfab,1.35,0.95
4371,Vaxtex Cotfab,1.35,0.95
4372,Vaxtex Cotfab,1.35,0.95
4373,VB Desai Financial,0.0,0.0
4374,VB Industries,7.5,7.97
4375,VCL,4.25,4.13
4376,VCU Data Management,7.42,7.19
4377,VDC,629.75,807.95
4378,Vedant Fashions,1031.15,1026.75
4379,Vedanta,273.05,458.6
4380,Vedavaag Systems,57.38,49.48
4381,Veejay Lakshmi Engg,51.41,60.18
4382,Veer Energy,25.85,20.5
4383,Veeram Securities,9.74,9.35
4384,Veerhealth Care,0.0,0.0
4385,Velan Hotels,6.62,6.68
4386,Veljan Denison,2412.4,4029.0
4387,Velox Industries,17.01,17.01
4388,Venky's India,1770.55,1802.45
4389,Venlon Enterprises,0.0,0.0
4390,Ventura Textiles,10.72,10.25
4391,Venus Pipes & Tubes,1868.5,2139.9
4392,Venus Remedies,344.7,305.0
4393,Veranda Learning,220.95,171.35
4394,Veritas India,824.75,1400.5
4395,VERTEX,4.4,4.25
4396,Vertoz Advertising,879.85,765.1
4397,Vesuvius India,3396.9,5202.85
4398,Veto Switch Gears,141.0,127.3
4399,Viaan Industries,1.0,1.05
4400,Vibrant Global Cap,82.34,102.0
4401,Viceroy Hotels,3.6,3.6
4402,Victoria Mills,4394.95,4349.0
4403,Vidhi Specialty,424.1,473.3
4404,Vidli Restaurants,74.5,67.0
4405,Vijay Solvex,812.0,851.05
4406,Vijay Textiles,24.72,16.65
4407,Viji Finance,3.15,3.15
4408,Vikalp Securities,25.51,39.51
4409,Vikas Ecotech,4.5,3.95
4410,Vikas Lifecare,6.1,5.15
4411,Vikas Proppant,0.4,0.4
4412,Vikas WSP,1.45,1.45
4413,Vikram Thermo India,145.45,209.7
4414,Viksit Engineering,4.25,4.25
4415,Vimta Labs,526.4,501.1
4416,Vinati Organics,1637.7,1667.2
4417,Vinayak Polycon,23.67,25.8
4418,Vindhya Telelinks,2404.1,2394.1
4419,Vineet Laborator,56.0,53.5
4420,Vinny Overseas,5.6,4.5
4421,Vinny Overseas,5.6,4.5
4422,Vinny Overseas,5.6,4.5
4423,Vinny Overseas,5.6,4.5
4424,Vintage Coffee,60.7,61.4
4425,Vintage Securities,18.77,16.54
4426,Vintron Informatics,36.72,30.62
4427,Vinyl Chemicals,388.4,368.5
4428,Vinyoflex,133.1,101.85
4429,VIP Clothing,42.4,38.1
4430,VIP Industries,554.8,533.0
4431,Vippy Spin Pro,169.0,177.0
4432,Vipul,31.35,41.6
4433,Vipul Organics,200.95,174.7
4434,Virat Crane Inds,60.8,62.55
4435,Virat Industries,156.45,147.25
4436,VIRESCENT,114.4,114.4
4437,Virgo Global,9.84,7.71
4438,Virinchi,38.95,39.8
4439,Virtual Global Edu,1.12,0.91
4440,Virtualsoft Systems,5.14,5.55
4441,Virya Resources,750.0,604.7
4442,Visa Steel,19.1,20.45
4443,Visagar Financial,0.91,0.8
4444,Visagar Polytex,1.25,1.15
4445,Visaka Industries,133.5,108.65
4446,Visaka Industries,133.5,108.65
4447,Visaka Industries,133.5,108.65
4448,Visaka Industries,133.5,108.65
4449,Visco Trade Asso,280.9,312.1
4450,Vishal Bearings,149.4,135.45
4451,Vishal Fabrics,22.05,22.05
4452,Vishnu Chemicals,301.5,311.0
4453,Vishnu Chemicals,301.5,311.0
4454,Vishnu Chemicals,301.5,311.0
4455,Vishnu Chemicals,301.5,311.0
4456,Vishnu Prakash R,177.5,151.65
4457,Vishvas Projects,1.2,1.2
4458,Vishwaraj Sugar,17.65,16.0
4459,Vision Cinemas,2.55,1.29
4460,Vista Pharms,14.5,14.45
4461,Vistar Amar,250.5,210.0
4462,Vitesse Agro,14.88,11.14
4463,Vivanta Industries,4.38,4.22
4464,Vivanta Industries,4.38,4.22
4465,Vivanta Industries,4.38,4.22
4466,Vivanta Industries,4.38,4.22
4467,Vivanza Biosciences,8.35,7.25
4468,Vivanza Biosciences,8.35,7.25
4469,Vivanza Biosciences,8.35,7.25
4470,Vivanza Biosciences,8.35,7.25
4471,Vivid Global Inds,20.02,20.2
4472,Vivid Mercantile,81.5,82.95
4473,Vivimed Labs,4.95,4.95
4474,Vivo Bio Tech,43.93,43.7
4475,VJTF Eduservices,145.25,92.3
4476,VKJ Infra Developers,0.52,0.38
4477,VL E-Governance & IT,73.05,59.6
4478,VLS Finance,278.95,261.55
4479,VMS Industries,53.01,41.95
4480,Vodafone Idea,14.55,13.3
4481,Voith Paper Fabrics,0.0,0.0
4482,Voltaire Leasing,14.88,14.01
4483,Voltamp Transformers,8884.95,11525.95
4484,Voltas,1109.85,1296.7
4485,VRL Logistics,571.3,591.9
4486,VSF Projects,62.58,88.75
4487,VST Industries,3708.75,4055.2
4488,VST Tillers Tractors,3260.35,3426.3
4489,VTM,0.0,0.0
4490,Vuenow Infratech,6.04,22.27
4491,VVL,97.5,96.64
4492,VXL Instruments,0.0,0.0
4493,W. H. Brady & Co,554.35,572.35
4494,Waaree Renewables,6127.0,2088.5
4495,Waaree Renewables,6127.0,2088.5
4496,Wagend Infra,0.93,1.45
4497,Walchand Peoplefirst,234.75,231.9
4498,Walchandnagar Inds,253.05,218.35
4499,Wallfort Financial,126.65,125.0
4500,Wanbury,163.1,165.35
4501,Wardwizard Foods&Bev,21.39,16.0
4502,Wardwizard Inn-b,11.77,11.77
4503,Wardwizard Innov,70.06,53.72
4504,Warren Tea,0.0,0.0
4505,Waterbase,74.9,74.9
4506,We Win,76.55,73.0
4507,Wealth First,476.65,870.95
4508,Websol Energy System,399.35,637.25
4509,Weizmann,108.1,121.65
4510,Welcast Steels,1510.0,1350.6
4511,Welcure Drugs,4.5,5.4
4512,Wellesley Corp.,204.3,107.4
4513,Welspun Corp,540.6,629.0
4514,Welspun Enterprises,334.0,397.65
4515,Welspun Investments,698.9,749.8
4516,Welspun Living,156.45,145.75
4517,Welspun Specialty,0.0,0.0
4518,Welterman Intl,18.1,23.97
4519,Wendt India,12907.0,13879.7
4520,WeP Solutions,39.52,39.34
4521,West Coast Paper,655.4,651.4
4522,West Leisure,176.15,230.0
4523,Westlife Development,758.1,838.3
4524,Wheels India,638.75,589.4
4525,Wherrelz IT Solution,133.35,112.65
4526,Whirlpool of India,1245.2,1579.65
4527,White Organic Agro,10.45,7.55
4528,White Organic Retail,7.76,6.65
4529,Whitehall Comrcl,0.02,0.02
4530,Williamson Financial,8.03,7.7
4531,Williamson Magor,33.45,37.9
4532,Wim Plast,0.0,0.0
4533,Windlas Biotech,580.1,553.1
4534,Windsor Machines,88.1,93.3
4535,Winpro Industrie,2.6,2.6
4536,Winsome Breweries,22.8,41.66
4537,Winsome Textile Inds,88.19,75.74
4538,Winsome Yarns,3.55,3.7
4539,Wipro,522.85,462.55
4540,Wires & Fabriks,176.9,157.1
4541,Wockhardt,610.7,543.35
4542,Wonder Electricals,515.8,1031.2
4543,Wonderla Holidays,936.3,889.1
4544,Woodsvilla,8.93,9.37
4545,Worldwide Aluminium,16.62,14.96
4546,Worth Investment,268.0,359.85
4547,Worth Peripherals,113.95,111.45
4548,WPIL,3310.25,4192.25
4549,WS Industries India,150.35,172.35
4550,WSFX Global Pay,80.69,93.38
4551,Xchanging Solutions,141.2,123.35
4552,Xelpmoc Design,128.15,144.15
4553,Xpro India,1248.05,994.0
4554,Xtglobal Infotech,40.88,40.98
4555,Yaan Enterprises,39.49,86.94
4556,Yaari Digital,9.45,11.05
4557,Yamini Investments,1.03,0.93
4558,Yamuna Syndicate,26500.0,30648.35
4559,Yarn Syndicate,29.2,24.85
4560,Yash Chemex,66.56,61.55
4561,Yash Innoventure,28.48,28.5
4562,Yash Management,15.97,13.53
4563,Yash Trading & Fin,19.4,19.4
4564,Yasho Industries,2055.85,1900.8
4565,Yashraj Containeurs,8.9,8.5
4566,Yatharth Hospital,460.65,448.3
4567,Yatra Online,168.2,145.15
4568,Yes Bank,25.25,23.35
4569,Yogi,51.01,50.9
4570,Yogi Infra Projects,5.19,5.18
4571,York Exports,44.64,40.2
4572,Yuken India,834.5,1303.5
4573,Yunik Managing Adv.,12.04,15.4
4574,Yuranus Infra,79.99,72.75
4575,Yuvraaj Hygiene,1.55,1.7
4576,Zaggle Prepaid Ocean,358.4,289.65
4577,Zeal Aqua,11.85,10.45
4578,Zee Entertainment,158.4,140.85
4579,Zee Learn,8.3,6.1
4580,Zee Media Corp,13.5,13.15
4581,Zen Technologies,954.55,963.3
4582,Zenith Exports,185.35,183.3
4583,Zenith Fibres,84.21,80.41
4584,Zenith Healthcare,4.85,4.55
4585,Zenith Steel Pipes,9.55,7.85
4586,Zenlabs Ethica,46.0,44.7
4587,Zenotech Labs,68.74,62.43
4588,Zensar Technologies,549.95,623.25
4589,ZF Commercial,14880.1,13812.05
4590,ZF Steering Gear,0.0,0.0
4591,Zicom Electn.Sec Sys,1.6,1.6
4592,Zim Laboratories,106.8,113.6
4593,Zodiac Clothing Co,135.75,116.45
4594,Zodiac Energy,417.1,644.65
4595,Zodiac Ventures,15.41,17.0
4596,Zodiac-JRD-MKJ,31.95,31.95
4597,Zomato,167.65,194.4
4598,Zota Health Care,518.25,479.1
4599,Zuari Agro Chem,212.6,176.75
4600,Zuari Industries,299.15,324.6
4601,Zydus,921.7,1103.95
4602,Zydus Wellness,1579.95,1777.95
